location_id,starttime,name,type,lat,lon
16.0,2017-11-13 17:38:50,De Fritoloog,fries,51.026738,3.709987
16.0,2017-11-22 18:51:00,De Fritoloog,fries,51.026738,3.709987
16.0,2017-11-27 18:10:57,De Fritoloog,fries,51.026738,3.709987
16.0,2017-12-04 17:34:00,De Fritoloog,fries,51.026738,3.709987
16.0,2017-12-07 18:23:00,De Fritoloog,fries,51.026738,3.709987
16.0,2017-12-21 18:43:00,De Fritoloog,fries,51.026738,3.709987
16.0,2018-02-12 18:37:00,De Fritoloog,fries,51.026738,3.709987
16.0,2018-02-28 18:10:00,De Fritoloog,fries,51.026738,3.709987
16.0,2018-03-07 18:27:00,De Fritoloog,fries,51.026738,3.709987
16.0,2018-03-09 16:00:00,De Fritoloog,fries,51.026738,3.709987
16.0,2018-03-12 18:03:00,De Fritoloog,fries,51.026738,3.709987
16.0,2018-03-22 19:12:00,De Fritoloog,fries,51.026738,3.709987
16.0,2018-04-10 17:33:00,De Fritoloog,fries,51.026738,3.709987
16.0,2018-04-17 18:49:00,De Fritoloog,fries,51.026738,3.709987
15.0,2016-11-03 16:37:00,Paul's Boutique,burgers,51.036352,3.713044
15.0,2016-11-09 16:48:00,Paul's Boutique,burgers,51.036352,3.713044
15.0,2016-11-21 17:43:00,Paul's Boutique,burgers,51.036352,3.713044
15.0,2017-03-30 18:02:00,Paul's Boutique,burgers,51.036352,3.713044
15.0,2017-05-02 17:22:00,Paul's Boutique,burgers,51.036352,3.713044
15.0,2017-06-05 17:38:00,Paul's Boutique,burgers,51.036352,3.713044
15.0,2017-06-16 17:55:00,Paul's Boutique,burgers,51.036352,3.713044
15.0,2017-07-31 18:12:00,Paul's Boutique,burgers,51.036352,3.713044
15.0,2017-10-04 19:09:00,Paul's Boutique,burgers,51.036352,3.713044
17.0,2016-11-04 17:40:00,Andromeda,pizza,51.0403,3.725489
17.0,2017-10-16 18:57:00,Andromeda,pizza,51.0403,3.725489
18.0,2016-11-04 23:00:00,Bicky,burgers,51.044515,3.727955
19.0,2016-11-08 16:30:00,pita cece,pitta,51.060491,3.702095
20.0,2016-12-01 18:30:00,Pita Uniq,pitta,51.026903,3.721855
20.0,2016-12-08 18:48:00,Pita Uniq,pitta,51.026903,3.721855
20.0,2017-03-28 19:52:00,Pita Uniq,pitta,51.026903,3.721855
20.0,2017-07-05 20:12:00,Pita Uniq,pitta,51.026903,3.721855
20.0,2017-10-03 18:04:00,Pita Uniq,pitta,51.026903,3.721855
20.0,2017-12-08 17:27:00,Pita Uniq,pitta,51.026903,3.721855
22.0,2017-11-30 17:54:00,Pizza Hut,pizza,51.027507,3.713416
22.0,2018-02-22 18:47:00,Pizza Hut,pizza,51.027507,3.713416
22.0,2018-03-08 19:37:00,Pizza Hut,pizza,51.027507,3.713416
